url_type,url,status_code,final_url,redirect_chain,title,h1,canonical,hreflang_en,hreflang_zh,hreflang_xdefault,in_sitemap,error
NON_SLASH,https://zhongsai-steelstructure.com/en/projects/singapore-j107-mrt-station,200,https://zhongsai-steelstructure.com/en/projects/singapore-j107-mrt-station/,[],Singapore LTA J107 MRT Station | ZhongSai Steel Structure Projects,Singapore LTA J107 MRT Station,https://zhongsai-steelstructure.com/en/projects/singapore-j107-mrt-station/,https://zhongsai-steelstructure.com/en/projects/singapore-j107-mrt-station/,,https://zhongsai-steelstructure.com/en/projects/singapore-j107-mrt-station/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/projects/singapore-mcc-innocentre,200,https://zhongsai-steelstructure.com/en/projects/singapore-mcc-innocentre/,[],Singapore MCC Innocentre | ZhongSai Steel Structure Projects,Singapore MCC Innocentre,https://zhongsai-steelstructure.com/en/projects/singapore-mcc-innocentre/,https://zhongsai-steelstructure.com/en/projects/singapore-mcc-innocentre/,,https://zhongsai-steelstructure.com/en/projects/singapore-mcc-innocentre/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/projects/singapore-sats-bup-centre,200,https://zhongsai-steelstructure.com/en/projects/singapore-sats-bup-centre/,[],Singapore Changi Airport SATS BUP Centre | ZhongSai Steel Structure Projects,Singapore Changi Airport SATS BUP Centre,https://zhongsai-steelstructure.com/en/projects/singapore-sats-bup-centre/,https://zhongsai-steelstructure.com/en/projects/singapore-sats-bup-centre/,,https://zhongsai-steelstructure.com/en/projects/singapore-sats-bup-centre/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/projects/singapore-sentosa-waterfront-hotel,200,https://zhongsai-steelstructure.com/en/projects/singapore-sentosa-waterfront-hotel/,[],Singapore Sentosa Waterfront Hotel | ZhongSai Steel Structure Projects,Singapore Sentosa Waterfront Hotel,https://zhongsai-steelstructure.com/en/projects/singapore-sentosa-waterfront-hotel/,https://zhongsai-steelstructure.com/en/projects/singapore-sentosa-waterfront-hotel/,,https://zhongsai-steelstructure.com/en/projects/singapore-sentosa-waterfront-hotel/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing,200,https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing/,[],Shanghai Baoye Xiegang General Aviation Manufacturing &amp; Supply Chain Project | ZhongSai Steel Structure Projects,Shanghai Baoye Xiegang General Aviation Manufacturing &amp; Supply Chain Project,https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing/,https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing/,,https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing,200,https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing/,[],Guangdong Yixian Biotechnology High-End Manufacturing Plant Project | ZhongSai Steel Structure Projects,Guangdong Yixian Biotechnology High-End Manufacturing Plant Project,https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing/,https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing/,,https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port,200,https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port/,[],Shenzhen International Zhanjiang Comprehensive Logistics Port Project | ZhongSai Steel Structure Projects,Shenzhen International Zhanjiang Comprehensive Logistics Port Project,https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port/,https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port/,,https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/services/structural-steel-detailing,200,https://zhongsai-steelstructure.com/en/services/structural-steel-detailing/,[],Structural Steel Detailing Services | Shop &amp; Fabrication Drawings | ZhongSai,Structural Steel Detailing Services for Fabrication,https://zhongsai-steelstructure.com/en/services/structural-steel-detailing/,https://zhongsai-steelstructure.com/en/services/structural-steel-detailing/,,https://zhongsai-steelstructure.com/en/services/structural-steel-detailing/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/steel-mining-factory,200,https://zhongsai-steelstructure.com/en/steel-mining-factory/,[],Steel Structures for Mining &amp; Heavy Industrial Projects | ZhongSai,Steel Structures for Mining & Heavy Industrial Applications,https://zhongsai-steelstructure.com/en/steel-mining-factory/,https://zhongsai-steelstructure.com/en/steel-mining-factory/,,https://zhongsai-steelstructure.com/en/steel-mining-factory/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/steel-warehouse,200,https://zhongsai-steelstructure.com/en/steel-warehouse/,[],Steel Structure Warehouse | Prefabricated Warehouse Building | ZhongSai,Steel Structure Warehouse & Logistics Building,https://zhongsai-steelstructure.com/en/steel-warehouse/,https://zhongsai-steelstructure.com/en/steel-warehouse/,,https://zhongsai-steelstructure.com/en/steel-warehouse/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/steel-workshop,200,https://zhongsai-steelstructure.com/en/steel-workshop/,[],Steel Structure Workshop | Industrial Factory Building | ZhongSai,Steel Structure Workshop for Industrial Manufacturing Projects,https://zhongsai-steelstructure.com/en/steel-workshop/,https://zhongsai-steelstructure.com/en/steel-workshop/,,https://zhongsai-steelstructure.com/en/steel-workshop/,False,
NON_SLASH,https://zhongsai-steelstructure.com/en/terms,200,https://zhongsai-steelstructure.com/en/terms/,[],Terms of Use | ZhongSai Steel Structure,Terms of Use,https://zhongsai-steelstructure.com/en/terms/,https://zhongsai-steelstructure.com/en/terms/,,https://zhongsai-steelstructure.com/en/terms/,False,
NON_SLASH,https://zhongsai-steelstructure.com/zh/about,200,https://zhongsai-steelstructure.com/zh/about/,[],关于中赛钢构 | 钢结构制造与出口供应商,面向海外项目的钢结构制造与出口供应,https://zhongsai-steelstructure.com/zh/about/,https://zhongsai-steelstructure.com/en/about/,,https://zhongsai-steelstructure.com/en/about/,False,
NON_SLASH,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan,200,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan/,[],钢结构厂房造价影响因素完整指南 | 中赛钢构,钢结构厂房造价影响因素完整指南 | 中赛钢构,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan/,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan/,,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan/,False,
NON_SLASH,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-gongchang-xuanze-zhinan,200,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-gongchang-xuanze-zhinan/,[],如何选择中国钢结构厂家：海外采购完整评估指南,如何选择中国钢结构厂家,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-gongchang-xuanze-zhinan/,https://zhongsai-steelstructure.com/en/blog/gangjiegou-gongchang-xuanze-zhinan/,,https://zhongsai-steelstructure.com/en/blog/gangjiegou-gongchang-xuanze-zhinan/,False,
NON_SLASH,https://zhongsai-steelstructure.com/zh/blog/zh/common-mistakes-importing-steel-structures-china.md,404,https://zhongsai-steelstructure.com/zh/blog/zh/common-mistakes-importing-steel-structures-china.md,[],,,,,,,False,
NON_SLASH,https://zhongsai-steelstructure.com/zh/blog/zh/how-to-steel-structure-cost.md,404,https://zhongsai-steelstructure.com/zh/blog/zh/how-to-steel-structure-cost.md,[],,,,,,,False,
NON_SLASH,https://zhongsai-steelstructure.com/zh/blog/zh/import-steel-from-china-cost.md,404,https://zhongsai-steelstructure.com/zh/blog/zh/import-steel-from-china-cost.md,[],,,,,,,False,
NON_SLASH,https://zhongsai-steelstructure.com/zh/blog/zh/steel-grades-explained-q235-q345.md,404,https://zhongsai-steelstructure.com/zh/blog/zh/steel-grades-explained-q235-q345.md,[],,,,,,,False,
NON_SLASH,https://zhongsai-steelstructure.com/zh/blog/zh/steel-structure-building-lifespan-guide.md,404,https://zhongsai-steelstructure.com/zh/blog/zh/steel-structure-building-lifespan-guide.md,[],,,,,,,False,
